;latitude;longitude;count;percentage-pos
0;46.00546;8.97143;4309;0.6716073398549989
1;46.18396;6.10237;1;0.99851369
2;46.19278;9.01703;260;0.6634229779874439
3;46.20222;6.14569;23;0.9517214429817646
4;46.20576;6.14161;53842;0.653466490590594
5;46.22925;7.45972;6;0.673675167911715
6;46.25451;6.954060000000001;52;0.7717596551852259
7;46.38318;6.23955;3;0.9985142933333333
8;46.43301;6.91143;14;0.5746300007142857
9;46.52178;6.632999999999999;5701;0.7445095291548554
10;46.53989;6.5881;4;0.99666833
11;46.6195;7.05674;111;0.7589552242537728
12;46.75118;7.62166;319;0.9202802984310373
13;46.80418;7.159739999999998;680;0.642902511604327
14;46.85212;9.52965;243;0.8965385408310025
15;46.94761;7.40645;8639;0.718630151937568
16;46.97559;9.07318;12;0.9979880332679492
17;46.99179;6.931;392;0.7882050974560102
18;47.02814;8.63619;43;0.5956651554739142
19;47.04714;8.32518;476;0.7275594921730107
20;47.05048;8.30635;1138;0.8291770988871007
21;47.05953;6.752280000000002;47;0.8646276879022332
22;47.08557;8.442060000000001;58;0.8992649280700523
23;47.10792;8.7601;24;0.8747492609819958
24;47.13713;7.24608;212;0.7802843042924004
25;47.14059;8.42934;2;0.99804798140705
26;47.14923;7.2611;680;0.816568447123847
27;47.17242;8.51745;91;0.8025387324420771
28;47.20818;7.530839999999999;158;0.7511041631038071
29;47.21526;7.7960699999999985;10;0.998568036001736
30;47.22983;8.83884;3;0.6892066333333333
31;47.25767000000001;8.59702;26;0.7641198324479739
32;47.2792;8.66259;3;0.9997417307835333
33;47.28864;7.95697;20;0.6130713160741991
34;47.29646;8.83431;1;0.999999524962988
35;47.3264;8.797789999999997;1;0.9999161876622
36;47.34426;7.90755;105;0.891723554126364
37;47.34927;8.33343;14;0.9270836148759222
38;47.35795;8.67649;81;0.7442501768637404
39;47.36493;7.344530000000002;91;0.8617253265253778
40;47.36667;8.55;12;0.765095392797235
41;47.3711;8.54323;74;0.8063719590202469
42;47.37184;8.1891;135;0.9457437565938039
43;47.38283;8.530710000000001;76573;0.699786278062738
44;47.38615;9.27916;115;0.8908373575722272
45;47.38804;8.4426;7;0.846071962205
46;47.38878;8.04826;350;0.8550723201734389
47;47.39367;7.74137;42;0.856689205709919
48;47.40905;8.77208;2;0.99779506049725
49;47.42214;9.37554;1352;0.836434030470655
50;47.42324;7.4875;12;0.9068674945715817
51;47.42391;9.37477;89;0.9170113650339593
52;47.44237;7.84871;3;0.9998238848990333
53;47.4566;8.30059;651;0.7340204760571849
54;47.47181;8.45631;62;0.9999413376059324
55;47.48124;7.727139999999999;47;0.8101668830122086
56;47.48629;8.21102;3;0.9788904166666667
57;47.49675;8.734169999999999;959;0.7233834101891852
58;47.49706;8.567639999999999;71;0.9302243487963177
59;47.51667;9.43333;2;0.9994420192878
60;47.51668;7.5873300000000015;7;0.6653243385522786
61;47.51844000000001;8.038780000000001;23;0.7498880578392548
62;47.54048;7.833310000000001;22;0.8737114803711695
63;47.54237;9.15713;10;0.9997777725661375
64;47.55773;7.593610000000001;8381;0.7010301355647466
65;47.61115;8.89444;76;0.7153090359721408
66;47.65051;9.17504;16;0.8737514204186525
67;47.72139;8.62473;488;0.8114493354504166
